stimulus_id,image_path,source_id,condition_id,outline,shading,shading_region,material,outer_color,center_color,background_color,width_px,height_px,sha256
wm-bysa-klam__oa-sf-ma-pgb,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sf-ma-pgb.png,wm-bysa-klam,oa-sf-ma-pgb,ambiguous,figure,vase,ambiguous,gray,black,gray,1024,1024,d1826fe1c9b1a05d965430c53b70fdbce023917d14529db5441385f5fc7226ed
wm-bysa-klam__oa-sf-ma-pgw,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sf-ma-pgw.png,wm-bysa-klam,oa-sf-ma-pgw,ambiguous,figure,vase,ambiguous,gray,white,gray,1024,1024,bbeb6a684972a0d5ff304ec1042ca6b931be9c44137bb63f199e72adf53a98b7
wm-bysa-klam__oa-sn-ma-pgb,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sn-ma-pgb.png,wm-bysa-klam,oa-sn-ma-pgb,ambiguous,none,none,ambiguous,gray,black,gray,1024,1024,197cdece41fce341603e08b8f488ae1bcfc91ae2e547989edf4586f222d91c76
wm-bysa-klam__oa-sn-ma-pgw,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sn-ma-pgw.png,wm-bysa-klam,oa-sn-ma-pgw,ambiguous,none,none,ambiguous,gray,white,gray,1024,1024,f995d05b85a3b6b883bd6e039da0788a89a9bccbd318b4dfd5cc00fd765b4836
wm-bysa-klam__oa-sn-mv-pgb,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sn-mv-pgb.png,wm-bysa-klam,oa-sn-mv-pgb,ambiguous,none,none,vase,gray,black,gray,1024,1024,c566cc7ef73572a3b50603220a2db9ceddaffbf23351dad348d0e66b9c3eabda
wm-bysa-klam__oa-sn-mv-pgw,images/wm-bysa-klam/background-gray/wm-bysa-klam__oa-sn-mv-pgw.png,wm-bysa-klam,oa-sn-mv-pgw,ambiguous,none,none,vase,gray,white,gray,1024,1024,29c053156c5423290e518c719b59e97182234127972679b2be0e0d8f4abdc49d
wm-bysa-klam__of-sf-ma-pbg,images/wm-bysa-klam/background-gray/wm-bysa-klam__of-sf-ma-pbg.png,wm-bysa-klam,of-sf-ma-pbg,face,figure,face,ambiguous,black,gray,gray,1024,1024,39558507b225be1d9c294bd3493d9d27481a9179d9a22757bacf5e8e1f79f518
wm-bysa-klam__of-sf-ma-pwg,images/wm-bysa-klam/background-gray/wm-bysa-klam__of-sf-ma-pwg.png,wm-bysa-klam,of-sf-ma-pwg,face,figure,face,ambiguous,white,gray,gray,1024,1024,f5b2dfecdebd535158efbfe0128c77df40147b37ed25a9385a986431f1426982
wm-bysa-klam__of-sn-ma-pbg,images/wm-bysa-klam/background-gray/wm-bysa-klam__of-sn-ma-pbg.png,wm-bysa-klam,of-sn-ma-pbg,face,none,none,ambiguous,black,gray,gray,1024,1024,2af16fa0e41818dca3b197f867a07119e2f977eec739a7f89a267a4727f769d4
wm-bysa-klam__of-sn-ma-pwg,images/wm-bysa-klam/background-gray/wm-bysa-klam__of-sn-ma-pwg.png,wm-bysa-klam,of-sn-ma-pwg,face,none,none,ambiguous,white,gray,gray,1024,1024,badbd62e5e2d7baa733a19ff1020093d0d173a62de2145cb5398649045fa167c
wm-bysa-klam__oa-sf-ma-pwb,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sf-ma-pwb.png,wm-bysa-klam,oa-sf-ma-pwb,ambiguous,figure,vase,ambiguous,white,black,white,1024,1024,9eb665c1c6f1f47b91385b690cada66a09d5bc9f03896cf48d1b6d1dc61d5d90
wm-bysa-klam__oa-sf-ma-pwg,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sf-ma-pwg.png,wm-bysa-klam,oa-sf-ma-pwg,ambiguous,figure,vase,ambiguous,white,gray,white,1024,1024,ca544eedf852b774b8b4487bccae77e0b1fe5250f68bd57eaa59a5752666eeb3
wm-bysa-klam__oa-sn-ma-pwb,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sn-ma-pwb.png,wm-bysa-klam,oa-sn-ma-pwb,ambiguous,none,none,ambiguous,white,black,white,1024,1024,e87e92b4fe3006c4fa687268eaab0fc7cb64d0322b45517fc4acdd0d59959aea
wm-bysa-klam__oa-sn-ma-pwg,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sn-ma-pwg.png,wm-bysa-klam,oa-sn-ma-pwg,ambiguous,none,none,ambiguous,white,gray,white,1024,1024,d94c87e8212b0fee5b936e770de04454c9dd23570d7fce04385c166d1719f684
wm-bysa-klam__oa-sn-mv-pwb,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sn-mv-pwb.png,wm-bysa-klam,oa-sn-mv-pwb,ambiguous,none,none,vase,white,black,white,1024,1024,f0080f6599cfbbe57402fae2691d0b08059e9ade60ca99e0e7b26c980065c9d0
wm-bysa-klam__oa-sn-mv-pwg,images/wm-bysa-klam/background-white/wm-bysa-klam__oa-sn-mv-pwg.png,wm-bysa-klam,oa-sn-mv-pwg,ambiguous,none,none,vase,white,gray,white,1024,1024,20acc7bfa48cb3eb5e75f6f22e957eba47ac4db16705168ee93985cf39e74fc5
wm-bysa-klam__of-sf-ma-pbw,images/wm-bysa-klam/background-white/wm-bysa-klam__of-sf-ma-pbw.png,wm-bysa-klam,of-sf-ma-pbw,face,figure,face,ambiguous,black,white,white,1024,1024,6234613a493ad0bb4e21b7ea0bcd693ce5ad1af2ab140582dfa36b08fe1c3180
wm-bysa-klam__of-sf-ma-pgw,images/wm-bysa-klam/background-white/wm-bysa-klam__of-sf-ma-pgw.png,wm-bysa-klam,of-sf-ma-pgw,face,figure,face,ambiguous,gray,white,white,1024,1024,7847323137a3d22f6f98c89f181441aa772564fa3b9283ccd8811d34cea6b53f
wm-bysa-klam__of-sn-ma-pbw,images/wm-bysa-klam/background-white/wm-bysa-klam__of-sn-ma-pbw.png,wm-bysa-klam,of-sn-ma-pbw,face,none,none,ambiguous,black,white,white,1024,1024,e6585dac0d88139e1b8c3277984231ddff952ffa7defe97ca064e68065fbe133
wm-bysa-klam__of-sn-ma-pgw,images/wm-bysa-klam/background-white/wm-bysa-klam__of-sn-ma-pgw.png,wm-bysa-klam,of-sn-ma-pgw,face,none,none,ambiguous,gray,white,white,1024,1024,6eab871d161a26d674388550a3e6cbcf1cabf4c70898ec6d61c1b22490eae82f
wm-cc0-classic__oa-sf-ma-pbg,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sf-ma-pbg.png,wm-cc0-classic,oa-sf-ma-pbg,ambiguous,figure,vase,ambiguous,black,gray,black,1024,1024,ce8fe041379a7c7db81e445f3f71b59d3f9c8fa6f9aee8e6354c807805250357
wm-cc0-classic__oa-sf-ma-pbw,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sf-ma-pbw.png,wm-cc0-classic,oa-sf-ma-pbw,ambiguous,figure,vase,ambiguous,black,white,black,1024,1024,0549475ab602eca3709f73fc4bfbe90cc8b3b71fab4e8c482dc64e73d42f5415
wm-cc0-classic__oa-sn-ma-pbg,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sn-ma-pbg.png,wm-cc0-classic,oa-sn-ma-pbg,ambiguous,none,none,ambiguous,black,gray,black,1024,1024,f601528820c1ea85863cde7342d2ab101290cee7e5819182cbbfdc6fb85b3d51
wm-cc0-classic__oa-sn-ma-pbw,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sn-ma-pbw.png,wm-cc0-classic,oa-sn-ma-pbw,ambiguous,none,none,ambiguous,black,white,black,1024,1024,1160e8e533bb517c1607bcb2cebf9ada6938878ef83082a5182a679da45e4f7f
wm-cc0-classic__oa-sn-mv-pbg,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sn-mv-pbg.png,wm-cc0-classic,oa-sn-mv-pbg,ambiguous,none,none,vase,black,gray,black,1024,1024,9269adb328d3c789306e7a95823a1b2f83204753ed505c22ff3586e7449cde43
wm-cc0-classic__oa-sn-mv-pbw,images/wm-cc0-classic/background-black/wm-cc0-classic__oa-sn-mv-pbw.png,wm-cc0-classic,oa-sn-mv-pbw,ambiguous,none,none,vase,black,white,black,1024,1024,7258dfdad3c6b67f3fbeb058937a2bd166e213d561aaeeb1bd840ca50b0ac798
wm-cc0-classic__of-sf-ma-pgb,images/wm-cc0-classic/background-black/wm-cc0-classic__of-sf-ma-pgb.png,wm-cc0-classic,of-sf-ma-pgb,face,figure,face,ambiguous,gray,black,black,1024,1024,b9bdda9dcd78451ebd40503a463182d35f46b91101dc519a151bc0208a061731
wm-cc0-classic__of-sf-ma-pwb,images/wm-cc0-classic/background-black/wm-cc0-classic__of-sf-ma-pwb.png,wm-cc0-classic,of-sf-ma-pwb,face,figure,face,ambiguous,white,black,black,1024,1024,e9b97b7724f54c16de297f0ebb5e6021e3e9251d91591097dd79bd8e13446725
wm-cc0-classic__of-sn-ma-pgb,images/wm-cc0-classic/background-black/wm-cc0-classic__of-sn-ma-pgb.png,wm-cc0-classic,of-sn-ma-pgb,face,none,none,ambiguous,gray,black,black,1024,1024,af39f8e0a592e93a80070dc6cfb97f372a8466a4edcb9c9310a2559fa11243fd
wm-cc0-classic__of-sn-ma-pwb,images/wm-cc0-classic/background-black/wm-cc0-classic__of-sn-ma-pwb.png,wm-cc0-classic,of-sn-ma-pwb,face,none,none,ambiguous,white,black,black,1024,1024,f10aa94b89fc5a77569c00075569888ff96f0ff36bc53613c32a5b1dd20d3cc2
wm-cc0-classic__oa-sf-ma-pgb,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sf-ma-pgb.png,wm-cc0-classic,oa-sf-ma-pgb,ambiguous,figure,vase,ambiguous,gray,black,gray,1024,1024,101512912efa5d7988410a7b1226ee692e42d58b3e9e72c917fabc3281275d04
wm-cc0-classic__oa-sf-ma-pgw,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sf-ma-pgw.png,wm-cc0-classic,oa-sf-ma-pgw,ambiguous,figure,vase,ambiguous,gray,white,gray,1024,1024,fd706236401ba9380f56bd9d42b91a8e9bfea3862639da915a63f2c148917e9a
wm-cc0-classic__oa-sn-ma-pgb,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sn-ma-pgb.png,wm-cc0-classic,oa-sn-ma-pgb,ambiguous,none,none,ambiguous,gray,black,gray,1024,1024,a15216d76b69c02d2bb8928c8427501cc2673d6410c769e45edc97839d196c97
wm-cc0-classic__oa-sn-ma-pgw,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sn-ma-pgw.png,wm-cc0-classic,oa-sn-ma-pgw,ambiguous,none,none,ambiguous,gray,white,gray,1024,1024,d4956c6b0ceefe914be021232c6a8429dcbae677d5d066707378e574e2437356
wm-cc0-classic__oa-sn-mv-pgb,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sn-mv-pgb.png,wm-cc0-classic,oa-sn-mv-pgb,ambiguous,none,none,vase,gray,black,gray,1024,1024,542df88c189b2f524e5fb58fd78fd9263d6ee8238f03c9bff84cf8b95fa11658
wm-cc0-classic__oa-sn-mv-pgw,images/wm-cc0-classic/background-gray/wm-cc0-classic__oa-sn-mv-pgw.png,wm-cc0-classic,oa-sn-mv-pgw,ambiguous,none,none,vase,gray,white,gray,1024,1024,74f11842e45b2b0d08ce981770d133a95b3f9f3baba834f8ee12cdbf3a250466
wm-cc0-classic__of-sf-ma-pbg,images/wm-cc0-classic/background-gray/wm-cc0-classic__of-sf-ma-pbg.png,wm-cc0-classic,of-sf-ma-pbg,face,figure,face,ambiguous,black,gray,gray,1024,1024,aa5b873d432b7cc7185773bf6eefeea046fdf09fd118cf9f17b977e5bd68e067
wm-cc0-classic__of-sf-ma-pwg,images/wm-cc0-classic/background-gray/wm-cc0-classic__of-sf-ma-pwg.png,wm-cc0-classic,of-sf-ma-pwg,face,figure,face,ambiguous,white,gray,gray,1024,1024,53e28d9eb261152c98fe5a430bc32bab224a48e1417724fbe27c1c455b8a66c8
wm-cc0-classic__of-sn-ma-pbg,images/wm-cc0-classic/background-gray/wm-cc0-classic__of-sn-ma-pbg.png,wm-cc0-classic,of-sn-ma-pbg,face,none,none,ambiguous,black,gray,gray,1024,1024,8d8045f630cf0cd2c13002f25b19db9a60e06d1e758f780570e7e56b037c0637
wm-cc0-classic__of-sn-ma-pwg,images/wm-cc0-classic/background-gray/wm-cc0-classic__of-sn-ma-pwg.png,wm-cc0-classic,of-sn-ma-pwg,face,none,none,ambiguous,white,gray,gray,1024,1024,c45ebf6c06211071deac096adae604fb654713c588bace4faed809f6eb178301
wm-cc0-classic__oa-sf-ma-pwb,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sf-ma-pwb.png,wm-cc0-classic,oa-sf-ma-pwb,ambiguous,figure,vase,ambiguous,white,black,white,1024,1024,041c823d50503cfa02a545cefb46d5604905b3e556fc32c2cfdbf21dcafce3da
wm-cc0-classic__oa-sf-ma-pwg,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sf-ma-pwg.png,wm-cc0-classic,oa-sf-ma-pwg,ambiguous,figure,vase,ambiguous,white,gray,white,1024,1024,1c134bb972c685234bac28f8c01904f84512b38a034e5df0b8c23f41a535b0d9
wm-cc0-classic__oa-sn-ma-pwb,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sn-ma-pwb.png,wm-cc0-classic,oa-sn-ma-pwb,ambiguous,none,none,ambiguous,white,black,white,1024,1024,6d7fca6b652897492a00f2a775309c9b45f0d618d28688ef02b37ad1b138630e
wm-cc0-classic__oa-sn-ma-pwg,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sn-ma-pwg.png,wm-cc0-classic,oa-sn-ma-pwg,ambiguous,none,none,ambiguous,white,gray,white,1024,1024,3029fe316852b34d0e416f4d63a92ba514202b701d109a5c1931909027d904c1
wm-cc0-classic__oa-sn-mv-pwb,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sn-mv-pwb.png,wm-cc0-classic,oa-sn-mv-pwb,ambiguous,none,none,vase,white,black,white,1024,1024,9c5d6803d9b15255b5b2e9ac6ea09ecc6118a37608af68c7d18e17a89ea4929a
wm-cc0-classic__oa-sn-mv-pwg,images/wm-cc0-classic/background-white/wm-cc0-classic__oa-sn-mv-pwg.png,wm-cc0-classic,oa-sn-mv-pwg,ambiguous,none,none,vase,white,gray,white,1024,1024,05bd370c9cac7cc807785e41a76587f667098f606946417b21e569f3e49c51c5
wm-cc0-classic__of-sf-ma-pbw,images/wm-cc0-classic/background-white/wm-cc0-classic__of-sf-ma-pbw.png,wm-cc0-classic,of-sf-ma-pbw,face,figure,face,ambiguous,black,white,white,1024,1024,ae6ce2ebcba126f804eeff033211e84ccda27c59966efa48b378469422096a3f
wm-cc0-classic__of-sf-ma-pgw,images/wm-cc0-classic/background-white/wm-cc0-classic__of-sf-ma-pgw.png,wm-cc0-classic,of-sf-ma-pgw,face,figure,face,ambiguous,gray,white,white,1024,1024,c92f6015a8f6a5de537faad358c15f260d9a22f12da20954ab98dbad39c68e8f
wm-cc0-classic__of-sn-ma-pbw,images/wm-cc0-classic/background-white/wm-cc0-classic__of-sn-ma-pbw.png,wm-cc0-classic,of-sn-ma-pbw,face,none,none,ambiguous,black,white,white,1024,1024,234c6a847f73954bb83826d8a4f09703ad3b7e8cd56cfbaa6abb3122ba34aede
wm-cc0-classic__of-sn-ma-pgw,images/wm-cc0-classic/background-white/wm-cc0-classic__of-sn-ma-pgw.png,wm-cc0-classic,of-sn-ma-pgw,face,none,none,ambiguous,gray,white,white,1024,1024,d399a5960bc1f7d9dba8889affe8b6de2c875ca5a3ea83b65a1c36d92379c9a0
