stimulus_id,base_id,source_id,source_sha256,source_license,combination_id,compact_id,content,outline,shading,material,polarity,design_tag,is_conflict,face_cues,vase_cues,figure_region,figure_color,background_color,third_color,shade_color,content_face_accent_side,shadow_dx,shadow_dy,shadow_pair_mirrored,shadow_seed,seed,config_version,png_path,svg_path,file_sha256,svg_sha256,mean_luminance,rms_contrast,edge_energy,center_area_ratio,path_length,convexity_proxy,params_json
wm-cc0-classic__cv-of-sf-ma-pgb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-vase__outline-face__shading-figure__material-ambiguous__polarity-outer-gray_center-black,cv-of-sf-ma-pgb,vase,face,figure,ambiguous,outer-gray_center-black,conflict,True,outline|shading,content,face,gray,black,white,white,,0.05640808930220526,-0.025413053760872925,True,13439120576648615782,78108,v1,png/wm-cc0-classic__cv-of-sf-ma-pgb.png,svg/wm-cc0-classic__cv-of-sf-ma-pgb.svg,a67f9c6a412c7b63356f6016a167a234e74742078be648809ddba5ccc71e5187,c7c07afd4aec9c16a10ec56d30da96117d0c255262c480e707298d7f41862f81,0.533807758256501,0.5893348948605799,0.006465516466850671,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":"""",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""white"",""shadow_dx"":0.05640808930220526,""shadow_dy"":-0.025413053760872925,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":13439120576648615782,""third_color"":""white""}}"
wm-cc0-classic__cv-of-sf-ma-pgw,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-vase__outline-face__shading-figure__material-ambiguous__polarity-outer-gray_center-white,cv-of-sf-ma-pgw,vase,face,figure,ambiguous,outer-gray_center-white,conflict,True,outline|shading,content,face,gray,white,black,black,,0.020987484049552765,-0.03434585955944466,True,8092826723337061906,78108,v1,png/wm-cc0-classic__cv-of-sf-ma-pgw.png,svg/wm-cc0-classic__cv-of-sf-ma-pgw.svg,3610aedaaf1f9882d57edb182ef71a172b28c2b255377f7d65abb8297d7d0ab0,6f47bb82c244a735cc3eb50ddc949746dff651082eca5a17b79c1c8fef995dec,0.5271446789012236,0.59764878719003,0.00687500149742204,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":"""",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":0.020987484049552765,""shadow_dy"":-0.03434585955944466,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":8092826723337061906,""third_color"":""black""}}"
wm-cc0-classic__cv-of-sf-ma-pwb,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-vase__outline-face__shading-figure__material-ambiguous__polarity-outer-white_center-black,cv-of-sf-ma-pwb,vase,face,figure,ambiguous,outer-white_center-black,conflict,True,outline|shading,content,face,white,black,gray,gray,,0.0318770499297143,-0.021315012582659637,True,8641650592084556623,78108,v1,png/wm-cc0-classic__cv-of-sf-ma-pwb.png,svg/wm-cc0-classic__cv-of-sf-ma-pwb.svg,dd2390d88441d7459344b4310983bf7ded241fed14f2a8c1e86d2b0cd8d42fa2,e0c84de91edeafca572614bf8762d527660055346c8b70606687da73c137dc03,0.5398022109386968,0.6315545208068433,0.006000974971489085,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":"""",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""gray"",""shadow_dx"":0.0318770499297143,""shadow_dy"":-0.021315012582659637,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":8641650592084556623,""third_color"":""gray""}}"
wm-cc0-classic__cv-of-sf-ma-pwg,wm-cc0-classic,wm-cc0-classic,596EEB6B073D2C83ECB93EDF53BF7EB1B7ADF8A7511997D49E7535B276479706,CC0-1.0,content-vase__outline-face__shading-figure__material-ambiguous__polarity-outer-white_center-gray,cv-of-sf-ma-pwg,vase,face,figure,ambiguous,outer-white_center-gray,conflict,True,outline|shading,content,face,white,gray,black,black,,-0.0341923323119991,-0.030710868396811173,True,10136481860331398290,78108,v1,png/wm-cc0-classic__cv-of-sf-ma-pwg.png,svg/wm-cc0-classic__cv-of-sf-ma-pwg.svg,db391b5284b005de542d5e06d61d8947ddbcd0549fbabe5d29d6fd4b129598ee,f54177c25e2ad5f7b6851023a9dd121450497b39a3b61b36f00d6434f154130e,0.5749081218943877,0.5423859637823585,0.010716379431171296,0.24389069829301963,2.059891247081372,0.4555898515692527,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":"""",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":""black"",""shadow_dx"":-0.0341923323119991,""shadow_dy"":-0.030710868396811173,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":true,""shadow_seed"":10136481860331398290,""third_color"":""black""}}"
wm-bysa-classic__cf-oa-sn-ma-pbg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-gray,cf-oa-sn-ma-pbg,face,ambiguous,none,ambiguous,outer-black_center-gray,face,False,content,,vase,gray,black,white,,right,0.0,0.0,False,10297778714353984275,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pbg.png,svg/wm-bysa-classic__cf-oa-sn-ma-pbg.svg,ba8bad6e7baacb27ecd07cec3d152245a81aef1dcf58f7b2f7233ab4bc4cf103,8ff3513897448368d507fa0da3e2ef14ad08ebee93a7db0eb25acbdaa2f46ce7,0.45023304434383626,0.7599456127463666,0.0009017774998562475,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":10297778714353984275,""third_color"":""white""}}"
wm-bysa-classic__cf-oa-sn-ma-pbw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-black_center-white,cf-oa-sn-ma-pbw,face,ambiguous,none,ambiguous,outer-black_center-white,face,False,content,,vase,white,black,gray,,right,0.0,0.0,False,9638639764379923627,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pbw.png,svg/wm-bysa-classic__cf-oa-sn-ma-pbw.svg,3e74133c5a855b44d92145573dc36751e7064eebfbb464ddf256f6942bf98281,d64da3585d5c6628bb8d7f8f019dcda8fb1562c62303636bcf6103748345bb9b,0.44616383197260845,0.7594197229544681,0.0012517905424022004,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":9638639764379923627,""third_color"":""gray""}}"
wm-bysa-classic__cf-oa-sn-ma-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-black,cf-oa-sn-ma-pgb,face,ambiguous,none,ambiguous,outer-gray_center-black,face,False,content,,vase,black,gray,white,,right,0.0,0.0,False,3078872662951100901,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pgb.png,svg/wm-bysa-classic__cf-oa-sn-ma-pgb.svg,19477427bcedc07cf052d6c199e28ed4471a31d84245e1e16a2f9c1fcbdb4081,9961d195aafe0760072a7c4ac47d4fc8b988cabdefd431903003348c26ba1249,0.5146717482922125,0.5976678386543876,0.001051218347492956,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3078872662951100901,""third_color"":""white""}}"
wm-bysa-classic__cf-oa-sn-ma-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-gray_center-white,cf-oa-sn-ma-pgw,face,ambiguous,none,ambiguous,outer-gray_center-white,face,False,content,,vase,white,gray,black,,right,0.0,0.0,False,13946947908397342132,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pgw.png,svg/wm-bysa-classic__cf-oa-sn-ma-pgw.svg,c0d002aaeeb02bc4c0d52c5458745ff3aae3b28bfa448b0e9901eebe8e70f214,85a1e8d1e8f8b450e1c31f2ff563aafffecb241bb439e8b004606edd027af2b0,0.5061255324120615,0.6082408323857237,0.0010192315409790504,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":13946947908397342132,""third_color"":""black""}}"
wm-bysa-classic__cf-oa-sn-ma-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-white_center-black,cf-oa-sn-ma-pwb,face,ambiguous,none,ambiguous,outer-white_center-black,face,False,content,,vase,black,white,gray,,right,0.0,0.0,False,16208090481874362888,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pwb.png,svg/wm-bysa-classic__cf-oa-sn-ma-pwb.svg,1d928d57397d1396a561ac2aea39ccaaa5a89ca0a613ce42fd1244cac84da654,da4b13b306a7de89b3bd521fd78467a99b2d9b263b9df136765602829ed66629,0.5691322588453107,0.591709118513477,0.0012574938485902668,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":16208090481874362888,""third_color"":""gray""}}"
wm-bysa-classic__cf-oa-sn-ma-pwg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-ambiguous__polarity-outer-white_center-gray,cf-oa-sn-ma-pwg,face,ambiguous,none,ambiguous,outer-white_center-gray,face,False,content,,vase,gray,white,black,,right,0.0,0.0,False,3269842554284045240,78108,v1,png/wm-bysa-classic__cf-oa-sn-ma-pwg.png,svg/wm-bysa-classic__cf-oa-sn-ma-pwg.svg,a9be25cb8fc259599e23ebdde98c646fff986b420defab2b436af373292bdacb,1f38eed40c6ecbd41fad6bbf374ef85b5425b9237aa49fa693dfdf703d261b5c,0.564652562608906,0.602720811856585,0.0008834977203246889,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3269842554284045240,""third_color"":""black""}}"
wm-bysa-classic__cf-oa-sn-mv-pbg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-black_center-gray,cf-oa-sn-mv-pbg,face,ambiguous,none,vase,outer-black_center-gray,conflict,True,content,material,vase,gray,black,white,,right,0.0,0.0,False,8812731133095428637,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pbg.png,svg/wm-bysa-classic__cf-oa-sn-mv-pbg.svg,75836f15c556928f22bfc4998c90e11d0b952e37efa5d6b5a1da909e82f43ead,377b0b6de4ee6141384ea12cf3432ee74b9051d0833d820b80b289434edf8553,0.4809868793861539,0.7537301813018868,0.002775632720708029,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":8812731133095428637,""third_color"":""white""}}"
wm-bysa-classic__cf-oa-sn-mv-pbw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-black_center-white,cf-oa-sn-mv-pbw,face,ambiguous,none,vase,outer-black_center-white,conflict,True,content,material,vase,white,black,gray,,right,0.0,0.0,False,8490420728559017089,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pbw.png,svg/wm-bysa-classic__cf-oa-sn-mv-pbw.svg,ad134db791d1d969ea32ecfa2c43e9d6af03d850734f047fdaa80337edeb1456,6a2df236a77099cdcdb95d973e11414ae1c5a3454cde1a5525d85ff050d394a6,0.41790194417916093,0.7330453308259551,0.0020557489476117916,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":8490420728559017089,""third_color"":""gray""}}"
wm-bysa-classic__cf-oa-sn-mv-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-gray_center-black,cf-oa-sn-mv-pgb,face,ambiguous,none,vase,outer-gray_center-black,conflict,True,content,material,vase,black,gray,white,,right,0.0,0.0,False,6947841162196006841,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pgb.png,svg/wm-bysa-classic__cf-oa-sn-mv-pgb.svg,9f76d9f3205263f3a16723258be2e8e66d444b65168e6dff6b1efdc3df806e0d,65860afbab41857fe2fee1ad51ff0a55953d2f1a02524837096145054ad7850a,0.5595374013863359,0.4502475674318103,0.00221053746370249,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":6947841162196006841,""third_color"":""white""}}"
wm-bysa-classic__cf-oa-sn-mv-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-gray_center-white,cf-oa-sn-mv-pgw,face,ambiguous,none,vase,outer-gray_center-white,conflict,True,content,material,vase,white,gray,black,,right,0.0,0.0,False,17078061727068806042,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pgw.png,svg/wm-bysa-classic__cf-oa-sn-mv-pgw.svg,b1478d5519162aba36510b8cf2a4c1882a812acf9a5f9568e261d18804f3e736,6d23c141aa6b4770203915287a9fab8f4917a5318329ee39acd7d30c0316bc5d,0.4777615304086723,0.5817000991596593,0.0018419601314377167,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":17078061727068806042,""third_color"":""black""}}"
wm-bysa-classic__cf-oa-sn-mv-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-white_center-black,cf-oa-sn-mv-pwb,face,ambiguous,none,vase,outer-white_center-black,conflict,True,content,material,vase,black,white,gray,,right,0.0,0.0,False,780599646136544321,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pwb.png,svg/wm-bysa-classic__cf-oa-sn-mv-pwb.svg,826315137198ecee46df8268ecc3b8638d69b616997245d9ae5e07a89b18a266,aaf9764ac39370c9a2670e11818ad0ec990717bc9133a0dafded3bdbbfdf451a,0.6139055139878218,0.4531002590969503,0.002395931414476837,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":780599646136544321,""third_color"":""gray""}}"
wm-bysa-classic__cf-oa-sn-mv-pwg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-ambiguous__shading-none__material-vase__polarity-outer-white_center-gray,cf-oa-sn-mv-pwg,face,ambiguous,none,vase,outer-white_center-gray,conflict,True,content,material,vase,gray,white,black,,right,0.0,0.0,False,13592598913760409085,78108,v1,png/wm-bysa-classic__cf-oa-sn-mv-pwg.png,svg/wm-bysa-classic__cf-oa-sn-mv-pwg.svg,c1f4175b3b9ccd126342afc064d81b2d1bf80cc5f5950bab7ffe66e6465509ae,48861f6fb3f48cb67aae0cd23b81b24427d20ec40cee482a3fdf72f67ec97e39,0.595212184681612,0.5898017101335129,0.002365181852922009,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""vase"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":13592598913760409085,""third_color"":""black""}}"
wm-bysa-classic__cf-of-sn-ma-pbg,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-black_center-gray,cf-of-sn-ma-pbg,face,face,none,ambiguous,outer-black_center-gray,face,False,content|outline,,face,black,gray,white,,right,0.0,0.0,False,9039115310215224701,78108,v1,png/wm-bysa-classic__cf-of-sn-ma-pbg.png,svg/wm-bysa-classic__cf-of-sn-ma-pbg.svg,462975354aa3082e05950c3694ab1bf5626273e9605fd1a75cfa545093d13100,3390d35ba73392235e6b6a4425526406532e5764cfcfb4fc5539b7e3a94fb7da,0.5100921443864411,0.6089348724784007,0.0007024687547917505,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""gray"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":9039115310215224701,""third_color"":""white""}}"
wm-bysa-classic__cf-of-sn-ma-pbw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-black_center-white,cf-of-sn-ma-pbw,face,face,none,ambiguous,outer-black_center-white,face,False,content|outline,,face,black,white,gray,,right,0.0,0.0,False,15360069638923037860,78108,v1,png/wm-bysa-classic__cf-of-sn-ma-pbw.png,svg/wm-bysa-classic__cf-of-sn-ma-pbw.svg,57e867e52166416f62ae7b02fc5558f3675b8624146c21c2fe21711e8ade7b1c,b421cc93da88b81a6a4911013bd886e54893f204649e5b00741062f8f1d1d1a2,0.5603921217076919,0.603879796132188,0.0010704583489065224,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""black"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":15360069638923037860,""third_color"":""gray""}}"
wm-bysa-classic__cf-of-sn-ma-pgb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-black,cf-of-sn-ma-pgb,face,face,none,ambiguous,outer-gray_center-black,face,False,content|outline,,face,gray,black,white,,right,0.0,0.0,False,2876208383470039094,78108,v1,png/wm-bysa-classic__cf-of-sn-ma-pgb.png,svg/wm-bysa-classic__cf-of-sn-ma-pgb.svg,f922808dc0dae62d853e67f654a605542b718cc8e8b7c8bd93d5b76f1bd86e62,c5aa6e136c8d9dbc311444b67437f540536c10b357a886000a87671268310c57,0.454812868903665,0.7480938397844867,0.0010707840381998352,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":2876208383470039094,""third_color"":""white""}}"
wm-bysa-classic__cf-of-sn-ma-pgw,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-gray_center-white,cf-of-sn-ma-pgw,face,face,none,ambiguous,outer-gray_center-white,face,False,content|outline,,face,gray,white,black,,right,0.0,0.0,False,3331074922997632167,78108,v1,png/wm-bysa-classic__cf-of-sn-ma-pgw.png,svg/wm-bysa-classic__cf-of-sn-ma-pgw.svg,2b9ac9d017e12d9869548640f4f486574b7b7946a657a1cc029e46cc859b0b25,83c3be41b34aeff0b3f50c8623c90ce65389b568bac1a35abea6651ae8f96154,0.5604930129705692,0.6038980968642103,0.0010370003252400664,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""white"",""content_face_accent_side"":""right"",""figure_color"":""gray"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":3331074922997632167,""third_color"":""black""}}"
wm-bysa-classic__cf-of-sn-ma-pwb,wm-bysa-classic,wm-bysa-classic,BB34384AC53365954798F19FB94DE3DA1913138B3177DAE5077C623FA1FEE610,CC-BY-SA-3.0,content-face__outline-face__shading-none__material-ambiguous__polarity-outer-white_center-black,cf-of-sn-ma-pwb,face,face,none,ambiguous,outer-white_center-black,face,False,content|outline,,face,white,black,gray,,right,0.0,0.0,False,16558494248612987256,78108,v1,png/wm-bysa-classic__cf-of-sn-ma-pwb.png,svg/wm-bysa-classic__cf-of-sn-ma-pwb.svg,cd6c62365673484f1b174f4c1269ccdd3ea7c38bcdd15664905f8c463488c617,485d36758eb6c5a58545683c83b137d4522f3df5f7bc41f8c6e6f0d45d772b83,0.4549028022616518,0.7478004967830979,0.0010962177515189849,0.2798126716486525,2.0172240345292005,0.5784606810366129,"{""fixation_baked_in"":false,""palette_values"":{""black"":24,""gray"":133,""white"":232},""render"":{""background_color"":""black"",""content_face_accent_side"":""right"",""figure_color"":""white"",""figure_region"":""face"",""fixation_baked_in"":false,""shade_color"":"""",""shadow_dx"":0.0,""shadow_dy"":0.0,""shadow_max_radius"":0.065,""shadow_min_abs_component"":0.02,""shadow_pair_mirrored"":false,""shadow_seed"":16558494248612987256,""third_color"":""gray""}}"
